년도,시도,시군구,읍면동,정상_평균_속도,전체_차량_주행_거리,승용차_주행_거리,버스_주행_거리,화물차_주행_거리,전체_연평균_교통량,승용차_연평균_교통량,버스_연평균_교통량,화물차_연평균_교통량,평균_속도,교통_혼잡_빈도,교통_혼잡_시간,교통_혼잡_평균_속도
2017년,강원도,강릉시,주문진읍,50.84,239752.0,202720.0,5976.0,31056.0,2299.0,1944.0,57.0,298.0,39.89,32.92,42.42,21.36
2017년,강원도,강릉시,성산면,68.19,665741.0,480412.0,31185.0,154144.0,3477.0,2509.0,163.0,805.0,54.88,34.99,42.63,29.79
2017년,강원도,강릉시,왕산면,77.54,237586.0,177613.0,7855.0,52117.0,1470.0,1099.0,49.0,322.0,62.87,46.04,55.12,47.21
2017년,강원도,강릉시,구정면,60.1,258030.0,193422.0,11742.0,52866.0,2587.0,1940.0,118.0,530.0,55.3,10.64,15.84,22.47
2017년,강원도,강릉시,강동면,56.74,453966.0,340729.0,14128.0,99109.0,2559.0,1921.0,80.0,559.0,50.02,19.97,25.3,23.46
2017년,강원도,강릉시,옥계면,58.42,259014.0,192863.0,8388.0,57764.0,1659.0,1236.0,54.0,370.0,51.45,27.24,32.06,24.74
2017년,강원도,강릉시,사천면,56.78,349490.0,282614.0,11115.0,55761.0,2716.0,2196.0,86.0,433.0,48.77,27.64,33.27,24.67
2017년,강원도,강릉시,연곡면,69.79,221253.0,183612.0,5047.0,32594.0,1558.0,1293.0,36.0,229.0,53.23,34.2,41.88,31.07
2017년,강원도,강릉시,홍제동,45.17,101047.0,78818.0,2975.0,19254.0,2280.0,1779.0,67.0,434.0,31.28,46.6,56.08,18.16
2017년,강원도,강릉시,중앙동,40.03,30429.0,24742.0,577.0,5110.0,1924.0,1564.0,36.0,323.0,20.57,72.72,84.46,16.26
2017년,강원도,강릉시,옥천동,40.61,25172.0,21233.0,373.0,3567.0,2102.0,1773.0,31.0,298.0,23.31,47.26,71.5,14.5
2017년,강원도,강릉시,교1동,40.18,92426.0,78402.0,1570.0,12453.0,1804.0,1530.0,31.0,243.0,22.43,30.19,51.38,14.21
2017년,강원도,강릉시,교2동,42.43,68918.0,59046.0,1159.0,8713.0,2418.0,2072.0,41.0,306.0,28.37,21.45,39.67,15.75
2017년,강원도,강릉시,포남1동,43.91,60026.0,50731.0,1044.0,8252.0,2230.0,1885.0,39.0,307.0,27.41,31.29,55.14,15.12
2017년,강원도,강릉시,포남2동,39.95,32786.0,28485.0,420.0,3880.0,1119.0,972.0,14.0,132.0,25.51,32.0,47.27,16.21
2017년,강원도,강릉시,초당동,39.28,49113.0,43200.0,620.0,5293.0,2298.0,2021.0,29.0,248.0,30.11,25.11,41.55,17.42
2017년,강원도,강릉시,송정동,44.3,72165.0,63510.0,863.0,7793.0,2579.0,2269.0,31.0,278.0,31.53,19.57,32.82,16.77
2017년,강원도,강릉시,내곡동,41.53,47813.0,39183.0,831.0,7799.0,1388.0,1138.0,24.0,226.0,27.33,42.32,57.09,16.21
2017년,강원도,강릉시,강남동,48.8,154525.0,121390.0,3005.0,30130.0,1907.0,1498.0,37.0,372.0,36.31,28.75,38.7,19.16
2017년,강원도,강릉시,성덕동,45.55,94158.0,77655.0,1405.0,15098.0,1499.0,1236.0,22.0,240.0,31.09,20.06,36.26,16.24
2017년,강원도,강릉시,경포동,50.74,264602.0,227089.0,4664.0,32849.0,2600.0,2231.0,46.0,323.0,39.55,28.79,38.45,18.86
2017년,강원도,고성군,간성읍,54.68,142688.0,105382.0,3562.0,33745.0,901.0,665.0,22.0,213.0,45.11,62.49,68.31,26.23
2017년,강원도,고성군,거진읍,51.99,109322.0,80941.0,2501.0,25880.0,727.0,538.0,17.0,172.0,43.11,34.27,41.99,23.3
2017년,강원도,고성군,현내면,57.87,72761.0,53408.0,1527.0,17826.0,667.0,489.0,14.0,163.0,48.77,36.33,45.91,22.71
2017년,강원도,고성군,죽왕면,51.87,163091.0,129251.0,3598.0,30242.0,1490.0,1181.0,33.0,276.0,40.74,55.87,63.61,22.06
2017년,강원도,고성군,토성면,51.59,355387.0,274183.0,8761.0,72443.0,1490.0,1149.0,37.0,304.0,43.13,35.92,43.94,20.62
2017년,강원도,동해시,천곡동,45.09,164104.0,123294.0,3497.0,37313.0,2306.0,1733.0,49.0,524.0,28.49,38.66,51.07,17.53
2017년,강원도,동해시,송정동,43.0,72566.0,55912.0,809.0,15845.0,2108.0,1624.0,24.0,460.0,32.01,17.24,31.79,15.98
2017년,강원도,동해시,북삼동,54.84,172665.0,131606.0,5303.0,35756.0,2675.0,2039.0,82.0,554.0,40.99,43.55,51.06,23.29
2017년,강원도,동해시,부곡동,44.52,18749.0,13702.0,267.0,4779.0,1303.0,952.0,19.0,332.0,34.08,28.41,45.88,18.12
2017년,강원도,동해시,동호동,47.75,20141.0,14491.0,232.0,5419.0,1961.0,1411.0,23.0,528.0,31.41,48.24,60.22,20.46
2017년,강원도,동해시,발한동,42.72,19415.0,14254.0,218.0,4942.0,2352.0,1727.0,26.0,599.0,30.45,24.77,40.04,16.52
2017년,강원도,동해시,묵호동,43.04,34928.0,25586.0,259.0,9082.0,1283.0,940.0,10.0,334.0,35.42,20.25,40.3,18.43
2017년,강원도,동해시,북평동,48.91,175508.0,132931.0,5837.0,36740.0,1932.0,1464.0,64.0,405.0,39.35,41.43,50.5,20.74
2017년,강원도,동해시,망상동,61.94,274420.0,199433.0,10597.0,64390.0,3405.0,2475.0,131.0,799.0,48.73,29.16,34.13,26.46
2017년,강원도,동해시,삼화동,68.04,68270.0,52695.0,636.0,14938.0,1035.0,799.0,10.0,227.0,51.17,40.86,49.96,27.98
2017년,강원도,삼척시,도계읍,61.59,318675.0,246363.0,2318.0,69994.0,1673.0,1293.0,12.0,367.0,48.85,44.32,50.07,26.56
2017년,강원도,삼척시,원덕읍,57.52,292675.0,236193.0,4554.0,51927.0,1584.0,1278.0,25.0,281.0,49.95,22.42,29.41,24.83
2017년,강원도,삼척시,근덕면,57.56,481574.0,384677.0,8880.0,88017.0,1907.0,1523.0,35.0,348.0,49.03,28.04,35.42,24.18
2017년,강원도,삼척시,하장면,67.77,79503.0,59993.0,1047.0,18462.0,586.0,442.0,8.0,136.0,56.12,55.14,60.98,39.14
2017년,강원도,삼척시,노곡면,62.64,75273.0,56628.0,225.0,18421.0,699.0,526.0,2.0,171.0,53.22,49.15,56.72,29.77
2017년,강원도,삼척시,미로면,66.62,194936.0,146219.0,1617.0,47101.0,1472.0,1104.0,12.0,356.0,57.78,28.64,36.44,27.7
2017년,강원도,삼척시,가곡면,76.61,82411.0,66095.0,767.0,15549.0,1304.0,1046.0,12.0,246.0,57.74,59.1,64.8,43.05
2017년,강원도,삼척시,신기면,54.12,124975.0,95079.0,1042.0,28855.0,2501.0,1903.0,21.0,578.0,47.63,31.04,35.25,23.73
2017년,강원도,삼척시,남양동,46.81,81752.0,64186.0,3143.0,14423.0,1728.0,1357.0,66.0,305.0,28.58,47.54,59.01,18.37
2017년,강원도,삼척시,성내동,57.7,170896.0,130466.0,5018.0,35412.0,2880.0,2199.0,85.0,597.0,44.57,24.76,31.46,24.05
2017년,강원도,삼척시,교동,42.9,103615.0,82839.0,1196.0,19580.0,1943.0,1553.0,22.0,367.0,32.09,46.5,57.16,20.05
2017년,강원도,삼척시,정라동,45.65,43082.0,35081.0,419.0,7582.0,2241.0,1825.0,22.0,394.0,28.14,60.11,71.47,19.18
2017년,강원도,속초시,영랑동,40.5,57930.0,45244.0,1191.0,11495.0,1700.0,1328.0,35.0,337.0,25.35,39.23,54.78,16.97
2017년,강원도,속초시,동명동,41.59,32862.0,25560.0,661.0,6641.0,2160.0,1680.0,43.0,436.0,23.89,53.69,68.76,16.52
2017년,강원도,속초시,금호동,40.55,28405.0,22148.0,559.0,5699.0,2225.0,1734.0,44.0,446.0,19.68,63.96,75.88,14.77
2017년,강원도,속초시,교동,41.06,32906.0,25782.0,624.0,6499.0,2375.0,1861.0,45.0,469.0,23.65,60.47,76.35,16.38
2017년,강원도,속초시,노학동,49.17,307312.0,238490.0,9655.0,59167.0,3003.0,2331.0,94.0,578.0,32.66,33.15,43.35,19.85
2017년,강원도,속초시,조양동,45.31,137715.0,108140.0,3102.0,26473.0,2386.0,1874.0,54.0,459.0,26.84,42.86,52.51,17.24
2017년,강원도,속초시,청호동,40.15,45945.0,36336.0,911.0,8698.0,2080.0,1645.0,41.0,394.0,23.73,49.85,62.23,16.51
2017년,강원도,속초시,대포동,51.99,187013.0,147124.0,4597.0,35291.0,2611.0,2054.0,64.0,493.0,40.22,29.45,37.02,18.2
2017년,강원도,양구군,양구읍,58.68,163935.0,118556.0,2411.0,42967.0,603.0,436.0,9.0,158.0,46.94,37.11,43.28,25.21
2017년,강원도,양구군,국토정중앙면,62.06,103027.0,74663.0,1361.0,27003.0,651.0,472.0,9.0,171.0,53.99,49.33,55.09,30.82
2017년,강원도,양구군,동면,60.53,24647.0,16964.0,207.0,7475.0,245.0,168.0,2.0,74.0,54.67,44.89,50.66,27.16
2017년,강원도,양구군,방산면,65.46,27157.0,18795.0,234.0,8128.0,315.0,218.0,3.0,94.0,54.42,45.13,52.26,32.03
2017년,강원도,양구군,해안면,71.1,10317.0,6880.0,71.0,3367.0,173.0,115.0,1.0,56.0,58.15,47.99,57.22,23.61
2017년,강원도,양양군,양양읍,50.61,262155.0,208791.0,7322.0,46042.0,1960.0,1561.0,55.0,344.0,39.32,44.06,50.19,22.9
2017년,강원도,양양군,서면,79.32,422044.0,326170.0,14335.0,81540.0,1843.0,1424.0,63.0,356.0,60.59,44.38,51.94,40.49
2017년,강원도,양양군,손양면,58.33,284464.0,234220.0,7865.0,42379.0,2160.0,1779.0,60.0,322.0,53.15,22.23,27.73,25.02
2017년,강원도,양양군,현북면,67.24,234754.0,191592.0,6911.0,36251.0,1456.0,1188.0,43.0,225.0,50.8,35.86,42.27,33.07
2017년,강원도,양양군,현남면,62.15,323269.0,262528.0,10532.0,50210.0,2531.0,2056.0,82.0,393.0,51.84,31.42,37.73,25.47
2017년,강원도,양양군,강현면,51.96,259525.0,204305.0,8474.0,46746.0,2369.0,1865.0,77.0,427.0,45.09,41.65,47.47,23.32
2017년,강원도,영월군,영월읍,59.21,535019.0,413475.0,8257.0,113288.0,1968.0,1521.0,30.0,417.0,48.25,21.96,27.69,23.11
2017년,강원도,영월군,상동읍,68.13,48983.0,40917.0,310.0,7756.0,689.0,576.0,4.0,109.0,56.58,73.43,80.04,33.2
2017년,강원도,영월군,중동면,72.15,132871.0,102568.0,2188.0,28115.0,1499.0,1157.0,25.0,317.0,60.9,31.83,36.91,31.46
2017년,강원도,영월군,북면,57.86,88882.0,69841.0,975.0,18066.0,873.0,686.0,10.0,177.0,52.24,49.38,53.7,29.81
2017년,강원도,영월군,남면,68.78,256615.0,192835.0,4473.0,59306.0,2236.0,1680.0,39.0,517.0,61.35,19.22,24.2,29.82
2017년,강원도,영월군,주천면,55.48,107090.0,89015.0,857.0,17218.0,857.0,712.0,7.0,138.0,47.9,52.4,58.06,27.71
2017년,강원도,영월군,김삿갓면,74.89,65933.0,53300.0,633.0,11999.0,703.0,569.0,7.0,128.0,57.2,50.49,58.46,42.85
2017년,강원도,영월군,한반도면,57.52,254201.0,190115.0,4294.0,59792.0,2015.0,1507.0,34.0,474.0,51.56,20.16,25.8,23.61
2017년,강원도,영월군,무릉도원면,52.94,44554.0,37265.0,315.0,6973.0,576.0,482.0,4.0,90.0,49.49,22.62,27.41,22.67
2017년,강원도,원주시,문막읍,53.51,1004819.0,759777.0,23971.0,221071.0,3869.0,2926.0,92.0,851.0,40.24,35.04,43.53,23.52
2017년,강원도,원주시,소초면,61.49,859246.0,627894.0,29426.0,201926.0,5388.0,3937.0,185.0,1266.0,51.35,29.38,39.32,26.27
2017년,강원도,원주시,호저면,57.48,584656.0,439547.0,15134.0,129975.0,4583.0,3445.0,119.0,1019.0,50.41,18.3,27.89,22.23
2017년,강원도,원주시,지정면,56.49,1137910.0,848743.0,37057.0,252110.0,4973.0,3709.0,162.0,1102.0,47.59,23.0,29.62,24.61
2017년,강원도,원주시,부론면,62.43,310830.0,222272.0,8379.0,80179.0,2921.0,2089.0,79.0,754.0,54.2,30.08,36.84,29.59
2017년,강원도,원주시,귀래면,68.9,228225.0,172756.0,3432.0,52037.0,2287.0,1731.0,34.0,522.0,55.19,22.0,28.13,32.52
2017년,강원도,원주시,흥업면,59.44,555324.0,425088.0,6957.0,123279.0,4941.0,3782.0,62.0,1097.0,43.79,30.93,39.28,23.54
2017년,강원도,원주시,판부면,62.14,629641.0,450887.0,18472.0,160281.0,7169.0,5133.0,210.0,1825.0,48.86,24.09,30.1,30.05
2017년,강원도,원주시,신림면,69.74,315185.0,235215.0,8852.0,71118.0,2928.0,2185.0,82.0,661.0,54.18,34.23,39.39,34.39
2017년,강원도,원주시,중앙동,44.72,119892.0,88242.0,1263.0,30388.0,8576.0,6312.0,90.0,2174.0,30.41,22.28,38.57,15.36
2017년,강원도,원주시,원인동,39.78,36294.0,28120.0,241.0,7933.0,7035.0,5451.0,47.0,1538.0,26.88,26.75,52.59,15.45
2017년,강원도,원주시,개운동,38.63,118534.0,91460.0,749.0,26325.0,6397.0,4936.0,40.0,1421.0,23.41,33.83,59.39,14.17
2017년,강원도,원주시,명륜1동,37.76,95546.0,73809.0,654.0,21084.0,6941.0,5362.0,48.0,1532.0,23.0,29.92,53.29,14.84
2017년,강원도,원주시,명륜2동,38.63,66374.0,51528.0,473.0,14373.0,5935.0,4607.0,42.0,1285.0,22.4,35.94,55.89,15.03
2017년,강원도,원주시,단구동,40.94,338332.0,262951.0,2338.0,73044.0,5949.0,4623.0,41.0,1284.0,24.61,29.87,54.63,14.6
2017년,강원도,원주시,일산동,35.72,63134.0,49242.0,383.0,13509.0,6427.0,5013.0,39.0,1375.0,21.51,43.81,63.34,15.62
2017년,강원도,원주시,학성동,39.95,42557.0,32794.0,378.0,9384.0,4803.0,3701.0,43.0,1059.0,22.63,33.98,54.31,15.24
2017년,강원도,원주시,단계동,40.96,358643.0,281524.0,3132.0,73987.0,6363.0,4995.0,56.0,1313.0,22.48,30.11,50.32,14.33
2017년,강원도,원주시,우산동,46.94,298312.0,214971.0,9782.0,73560.0,5534.0,3988.0,181.0,1365.0,33.24,30.08,42.92,20.41
2017년,강원도,원주시,태장1동,44.82,62502.0,48515.0,562.0,13426.0,3601.0,2795.0,32.0,774.0,32.67,14.41,31.19,16.5
2017년,강원도,원주시,태장2동,49.39,259536.0,186871.0,7122.0,65543.0,5152.0,3710.0,141.0,1301.0,33.84,24.16,38.38,16.85
2017년,강원도,원주시,봉산동,48.27,81927.0,63233.0,1048.0,17647.0,5110.0,3944.0,65.0,1101.0,35.0,22.27,38.99,19.72
2017년,강원도,원주시,행구동,47.21,124145.0,97739.0,1364.0,25043.0,3104.0,2444.0,34.0,626.0,34.07,18.95,33.99,17.78
2017년,강원도,원주시,무실동,46.06,631234.0,471110.0,10505.0,149619.0,7901.0,5897.0,131.0,1873.0,25.72,26.26,42.22,14.98
2017년,강원도,원주시,반곡관설동,46.15,410637.0,319493.0,3898.0,87246.0,4188.0,3259.0,40.0,890.0,29.48,31.06,48.12,17.46
2017년,강원도,인제군,인제읍,58.79,306477.0,237132.0,7772.0,61574.0,1228.0,950.0,31.0,247.0,47.8,42.64,48.35,26.92
2017년,강원도,인제군,남면,66.01,396909.0,310167.0,12219.0,74523.0,1835.0,1434.0,56.0,345.0,54.94,27.82,33.48,29.83
2017년,강원도,인제군,북면,64.67,559283.0,437623.0,16774.0,104887.0,2294.0,1795.0,69.0,430.0,51.14,38.23,44.73,28.24
2017년,강원도,인제군,기린면,68.26,293268.0,225449.0,13152.0,54667.0,1180.0,907.0,53.0,220.0,53.48,35.21,40.37,36.98
2017년,강원도,인제군,서화면,59.22,23059.0,16535.0,295.0,6229.0,385.0,276.0,5.0,104.0,47.05,60.96,68.6,35.71
2017년,강원도,인제군,상남면,76.11,329180.0,255838.0,15865.0,57477.0,1913.0,1487.0,92.0,334.0,58.94,26.89,34.41,47.73
2017년,강원도,정선군,정선읍,54.25,165263.0,124811.0,2079.0,38374.0,739.0,558.0,9.0,172.0,41.96,53.63,58.42,23.67
2017년,강원도,정선군,고한읍,57.56,148561.0,118336.0,2074.0,28151.0,1796.0,1430.0,25.0,340.0,42.71,52.56,59.4,26.01
2017년,강원도,정선군,사북읍,54.08,131402.0,102796.0,2106.0,26500.0,1802.0,1410.0,29.0,363.0,42.67,27.94,35.7,23.0
2017년,강원도,정선군,신동읍,64.04,231451.0,175900.0,4309.0,51243.0,1690.0,1284.0,31.0,374.0,54.14,38.5,45.4,24.55
2017년,강원도,정선군,남면,66.26,338738.0,253193.0,6465.0,79079.0,2053.0,1535.0,39.0,479.0,52.53,46.36,53.01,24.93
2017년,강원도,정선군,북평면,57.51,90297.0,70181.0,1137.0,18979.0,971.0,755.0,12.0,204.0,45.23,68.49,73.34,30.05
2017년,강원도,정선군,임계면,61.76,100557.0,78103.0,1436.0,21018.0,589.0,458.0,8.0,123.0,51.45,61.78,67.66,32.58
2017년,강원도,정선군,화암면,75.0,86309.0,67557.0,1288.0,17464.0,638.0,500.0,10.0,129.0,56.34,58.27,66.67,36.85
2017년,강원도,정선군,여량면,60.36,45829.0,35792.0,526.0,9511.0,415.0,324.0,5.0,86.0,46.63,57.42,62.18,31.67
2017년,강원도,철원군,철원읍,61.3,32633.0,24205.0,983.0,7445.0,374.0,277.0,11.0,85.0,48.89,52.4,57.55,28.86
2017년,강원도,철원군,김화읍,65.95,42065.0,27636.0,284.0,14145.0,464.0,305.0,3.0,156.0,51.86,36.37,43.98,29.08
2017년,강원도,철원군,갈말읍,52.66,175493.0,127509.0,992.0,46993.0,829.0,602.0,5.0,222.0,43.77,43.5,50.99,23.49
2017년,강원도,철원군,동송읍,55.93,134404.0,98755.0,782.0,34867.0,582.0,428.0,3.0,151.0,46.16,49.58,55.77,25.27
2017년,강원도,철원군,서면,61.24,82494.0,60259.0,501.0,21733.0,767.0,560.0,5.0,202.0,48.71,43.1,49.73,27.93
2017년,강원도,철원군,근남면,73.74,83042.0,57329.0,560.0,25152.0,734.0,507.0,5.0,222.0,59.56,43.18,53.31,42.94
2017년,강원도,춘천시,신북읍,65.69,221603.0,163302.0,3133.0,55168.0,1596.0,1176.0,23.0,397.0,55.19,28.3,36.38,24.95
2017년,강원도,춘천시,동면,60.53,391716.0,285899.0,3712.0,102105.0,2922.0,2133.0,28.0,762.0,46.13,23.99,36.7,21.82
2017년,강원도,춘천시,동산면,67.08,994100.0,751455.0,36941.0,205704.0,6530.0,4936.0,243.0,1351.0,58.14,28.4,33.71,36.24
2017년,강원도,춘천시,신동면,55.77,597786.0,456641.0,4797.0,136348.0,6056.0,4626.0,49.0,1381.0,47.4,19.97,26.72,23.23
2017년,강원도,춘천시,동내면,53.96,502045.0,368550.0,8455.0,125039.0,5377.0,3947.0,91.0,1339.0,35.64,53.17,63.64,21.57
2017년,강원도,춘천시,남면,61.13,333892.0,260892.0,16570.0,56430.0,3363.0,2628.0,167.0,568.0,56.69,21.16,32.49,23.87
2017년,강원도,춘천시,남산면,55.3,615646.0,470167.0,18894.0,126586.0,3191.0,2437.0,98.0,656.0,48.87,25.84,32.62,23.38
2017년,강원도,춘천시,서면,63.66,446367.0,332332.0,3627.0,110407.0,3839.0,2858.0,31.0,949.0,51.37,49.97,57.14,32.12
2017년,강원도,춘천시,사북면,68.23,152332.0,113208.0,1286.0,37838.0,1333.0,991.0,11.0,331.0,54.12,65.89,70.92,35.25
2017년,강원도,춘천시,북산면,70.92,54431.0,38751.0,807.0,14872.0,526.0,374.0,8.0,144.0,66.84,25.69,33.84,23.27
2017년,강원도,춘천시,교동,38.45,26020.0,18452.0,71.0,7498.0,4496.0,3188.0,12.0,1296.0,19.28,54.16,71.98,14.71
2017년,강원도,춘천시,조운동,38.93,44445.0,31945.0,198.0,12302.0,7542.0,5421.0,34.0,2087.0,21.34,53.39,73.5,14.72
2017년,강원도,춘천시,약사명동,39.82,42117.0,30393.0,159.0,11565.0,6244.0,4506.0,24.0,1715.0,22.05,36.94,61.17,13.59
2017년,강원도,춘천시,근화동,49.11,172540.0,128885.0,967.0,42688.0,6249.0,4668.0,35.0,1546.0,33.46,43.01,60.85,18.17
2017년,강원도,춘천시,소양동,38.93,69633.0,49692.0,213.0,19729.0,4843.0,3456.0,15.0,1372.0,22.66,40.68,62.51,14.84
2017년,강원도,춘천시,후평1동,40.63,126253.0,90895.0,492.0,34866.0,5584.0,4020.0,22.0,1542.0,27.08,30.07,51.46,15.36
2017년,강원도,춘천시,후평2동,43.3,46235.0,33026.0,192.0,13018.0,5543.0,3959.0,23.0,1561.0,25.33,32.84,53.58,14.32
2017년,강원도,춘천시,후평3동,42.07,84958.0,60884.0,366.0,23708.0,5172.0,3707.0,22.0,1443.0,23.24,38.92,65.07,13.64
2017년,강원도,춘천시,효자1동,39.32,46129.0,33686.0,278.0,12166.0,6754.0,4932.0,41.0,1781.0,26.02,33.52,57.04,14.69
2017년,강원도,춘천시,효자2동,38.71,104757.0,75058.0,426.0,29273.0,6931.0,4966.0,28.0,1937.0,24.32,38.47,62.16,14.78
2017년,강원도,춘천시,효자3동,38.91,51950.0,37613.0,246.0,14091.0,7813.0,5657.0,37.0,2119.0,22.34,46.74,69.14,14.28
2017년,강원도,춘천시,석사동,41.92,305709.0,226560.0,2318.0,76832.0,6690.0,4958.0,51.0,1681.0,24.2,30.83,54.49,14.07
2017년,강원도,춘천시,퇴계동,42.86,265891.0,195024.0,1507.0,69360.0,5545.0,4067.0,31.0,1447.0,25.06,29.33,53.15,14.17
2017년,강원도,춘천시,강남동,47.77,373351.0,277284.0,2081.0,93986.0,5277.0,3919.0,29.0,1328.0,30.79,27.75,41.71,16.69
2017년,강원도,춘천시,신사우동,48.98,201098.0,145076.0,1033.0,54989.0,3099.0,2236.0,16.0,847.0,32.4,39.4,53.21,17.82
2017년,강원도,태백시,황지동,45.38,42255.0,33387.0,484.0,8384.0,1810.0,1430.0,21.0,359.0,28.14,79.61,85.01,20.2
2017년,강원도,태백시,황연동,56.72,97799.0,75230.0,1002.0,21566.0,1773.0,1364.0,18.0,391.0,41.63,62.21,66.85,22.02
2017년,강원도,태백시,삼수동,62.17,152489.0,118172.0,2149.0,32169.0,1172.0,909.0,17.0,247.0,48.61,70.42,75.53,27.02
2017년,강원도,태백시,상장동,47.14,54435.0,43411.0,523.0,10501.0,871.0,694.0,8.0,168.0,35.55,56.39,65.31,19.59
2017년,강원도,태백시,구문소동,49.9,44819.0,34713.0,414.0,9693.0,973.0,754.0,9.0,211.0,42.43,12.79,17.68,19.23
2017년,강원도,태백시,장성동,46.51,16421.0,12655.0,164.0,3602.0,584.0,450.0,6.0,128.0,34.28,70.7,77.39,19.88
2017년,강원도,태백시,철암동,44.42,23962.0,18982.0,119.0,4861.0,1109.0,878.0,6.0,225.0,38.0,5.71,12.52,18.04
2017년,강원도,태백시,문곡소도동,71.3,60428.0,47421.0,648.0,12359.0,1055.0,828.0,11.0,216.0,46.04,79.87,84.11,31.44
2017년,강원도,평창군,평창읍,57.77,171069.0,130713.0,2271.0,38085.0,972.0,743.0,13.0,216.0,48.94,45.75,51.95,25.66
2017년,강원도,평창군,미탄면,57.89,75466.0,57940.0,903.0,16623.0,714.0,548.0,9.0,157.0,52.82,24.86,31.41,26.39
2017년,강원도,평창군,방림면,71.49,163638.0,122710.0,2292.0,38636.0,1690.0,1267.0,24.0,399.0,59.75,52.07,58.52,37.63
2017년,강원도,평창군,대화면,61.31,104248.0,80691.0,1305.0,22251.0,835.0,646.0,10.0,178.0,50.44,51.73,58.09,30.23
2017년,강원도,평창군,봉평면,60.2,457458.0,330505.0,19823.0,107130.0,2213.0,1599.0,96.0,518.0,47.53,40.84,51.64,26.15
2017년,강원도,평창군,용평면,72.99,555371.0,397170.0,24574.0,133628.0,3448.0,2466.0,153.0,830.0,56.49,36.64,45.58,36.07
2017년,강원도,평창군,진부면,62.94,428357.0,311175.0,15327.0,101855.0,1450.0,1054.0,52.0,345.0,50.01,36.79,47.82,25.17
2017년,강원도,평창군,대관령면,56.23,611321.0,437836.0,26071.0,147414.0,2137.0,1530.0,91.0,515.0,45.01,27.79,36.47,23.27
2017년,강원도,홍천군,홍천읍,51.46,644769.0,488000.0,13189.0,143580.0,2313.0,1751.0,47.0,515.0,37.87,35.39,44.81,21.79
2017년,강원도,홍천군,화촌면,66.14,627812.0,493684.0,27009.0,107119.0,2582.0,2030.0,111.0,441.0,57.34,24.65,30.56,33.77
2017년,강원도,홍천군,두촌면,64.15,350916.0,277246.0,11806.0,61864.0,3023.0,2389.0,102.0,533.0,54.7,25.69,31.69,28.97
2017년,강원도,홍천군,내촌면,67.87,238077.0,185736.0,10435.0,41906.0,1664.0,1298.0,73.0,293.0,53.63,28.88,35.78,36.6
2017년,강원도,홍천군,서석면,70.1,123652.0,96077.0,3178.0,24397.0,896.0,696.0,23.0,177.0,58.14,43.96,52.37,41.27
2017년,강원도,홍천군,영귀미면,62.28,229987.0,165437.0,7126.0,57425.0,1358.0,977.0,42.0,339.0,55.8,16.71,21.23,32.91
2017년,강원도,홍천군,남면,57.87,146411.0,114937.0,2130.0,29344.0,1076.0,844.0,16.0,216.0,49.91,38.27,45.63,25.35
2017년,강원도,홍천군,서면,60.39,296295.0,230517.0,7539.0,58239.0,1716.0,1335.0,44.0,337.0,47.8,38.99,46.44,29.26
2017년,강원도,홍천군,북방면,58.8,568592.0,417293.0,21057.0,130242.0,2767.0,2031.0,102.0,634.0,53.54,17.8,22.59,23.09
2017년,강원도,홍천군,내면,76.68,128632.0,100172.0,1613.0,26847.0,604.0,470.0,8.0,126.0,57.61,62.26,71.2,44.51
2017년,강원도,화천군,화천읍,67.22,69186.0,47262.0,490.0,21434.0,311.0,212.0,2.0,96.0,53.6,43.16,52.04,31.57
2017년,강원도,화천군,간동면,63.89,85979.0,62559.0,1326.0,22094.0,944.0,687.0,15.0,242.0,50.89,52.19,57.74,29.64
2017년,강원도,화천군,하남면,58.68,65218.0,47896.0,610.0,16712.0,562.0,413.0,5.0,144.0,52.79,48.45,54.3,26.02
2017년,강원도,화천군,상서면,64.75,90266.0,60518.0,621.0,29128.0,581.0,389.0,4.0,187.0,53.46,57.73,64.26,32.19
2017년,강원도,화천군,사내면,68.57,98711.0,72979.0,625.0,25106.0,699.0,517.0,4.0,178.0,51.89,64.91,70.44,33.16
2017년,강원도,횡성군,횡성읍,52.76,489719.0,364206.0,13647.0,111866.0,1832.0,1362.0,51.0,418.0,41.4,24.95,31.06,21.95
2017년,강원도,횡성군,우천면,62.89,563754.0,408683.0,21362.0,133709.0,3130.0,2269.0,119.0,742.0,53.86,35.33,45.16,26.52
2017년,강원도,횡성군,안흥면,67.57,175245.0,130884.0,3788.0,40574.0,1722.0,1286.0,37.0,399.0,56.59,38.94,47.26,30.33
2017년,강원도,횡성군,둔내면,62.07,688017.0,492092.0,30270.0,165655.0,3023.0,2162.0,133.0,728.0,50.66,29.4,39.12,27.5
2017년,강원도,횡성군,갑천면,64.71,56582.0,44299.0,562.0,11721.0,534.0,418.0,5.0,111.0,55.53,36.29,42.42,28.2
2017년,강원도,횡성군,청일면,59.33,53493.0,42118.0,567.0,10808.0,631.0,496.0,7.0,127.0,53.21,49.73,53.6,27.91
2017년,강원도,횡성군,공근면,66.48,429002.0,311764.0,15244.0,101994.0,2377.0,1728.0,84.0,565.0,59.13,20.95,25.52,32.79
2017년,강원도,횡성군,서원면,61.8,82619.0,63578.0,920.0,18121.0,725.0,558.0,8.0,159.0,55.53,45.43,50.82,27.14
