년도,시도,시군구,읍면동,정상_평균_속도,전체_차량_주행_거리,승용차_주행_거리,버스_주행_거리,화물차_주행_거리,전체_연평균_교통량,승용차_연평균_교통량,버스_연평균_교통량,화물차_연평균_교통량,평균_속도,교통_혼잡_빈도,교통_혼잡_시간,교통_혼잡_평균_속도
2019년,전라남도,무안군,현경면,61.09,267689.2,176057.0,7833.0,83799.0,1858.0,1222.0,54.0,582.0,53.13,34.1,41.53,25.82
2019년,전라남도,무안군,망운면,54.63,120480.5,79482.0,4875.0,36123.0,1784.0,1177.0,72.0,535.0,49.06,20.8,26.5,27.41
2019년,전라남도,무안군,해제면,54.17,132880.3,87139.0,3941.0,41800.0,1373.0,900.0,41.0,432.0,48.75,40.3,45.45,25.68
2019년,전라남도,무안군,운남면,54.76,103335.8,71277.0,3525.0,28534.0,1431.0,987.0,49.0,395.0,51.92,27.47,34.76,25.19
2019년,전라남도,함평군,함평읍,62.13,424010.3,267321.0,16183.0,140506.0,2325.0,1466.0,89.0,770.0,45.9,30.37,35.13,30.93
2019년,전라남도,함평군,손불면,56.47,175276.2,105876.0,6272.0,63128.0,1603.0,969.0,57.0,578.0,49.69,26.23,30.7,30.88
2019년,전라남도,함평군,신광면,56.44,105277.5,66577.0,3868.0,34833.0,1641.0,1038.0,60.0,543.0,51.06,29.21,34.25,29.05
2019년,전라남도,함평군,학교면,54.16,313527.6,190389.0,8631.0,114507.0,2386.0,1449.0,66.0,871.0,47.51,34.66,39.83,29.39
2019년,전라남도,함평군,엄다면,60.34,222903.9,147470.0,5493.0,69940.0,3217.0,2128.0,79.0,1009.0,51.73,23.05,29.91,34.37
2019년,전라남도,함평군,대동면,54.96,197733.7,130972.0,5858.0,60904.0,2045.0,1355.0,61.0,630.0,51.53,20.24,26.07,23.78
2019년,전라남도,함평군,나산면,58.76,79789.8,47569.0,3326.0,28895.0,1221.0,728.0,51.0,442.0,48.57,67.83,72.33,37.65
2019년,전라남도,함평군,해보면,56.14,160025.1,106794.0,3804.0,49428.0,2054.0,1371.0,49.0,635.0,49.91,31.65,37.44,30.99
2019년,전라남도,함평군,월야면,52.97,155915.5,105508.0,4702.0,45705.0,1774.0,1200.0,53.0,520.0,48.27,19.2,26.6,22.37
2019년,전라남도,영광군,영광읍,49.42,408801.1,278946.0,14674.0,115181.0,2930.0,1999.0,105.0,825.0,39.59,38.68,44.41,24.5
2019년,전라남도,영광군,백수읍,60.76,71239.7,48455.0,1973.0,20812.0,1126.0,766.0,31.0,329.0,45.06,70.91,74.34,29.81
2019년,전라남도,영광군,홍농읍,52.5,85224.2,60707.0,3694.0,20823.0,1405.0,1001.0,61.0,343.0,42.39,38.97,42.26,25.96
2019년,전라남도,영광군,대마면,60.84,149768.4,97112.0,4273.0,48383.0,2361.0,1531.0,67.0,763.0,52.33,20.29,24.18,30.86
2019년,전라남도,영광군,묘량면,57.27,190374.9,130602.0,5320.0,54453.0,3027.0,2077.0,85.0,866.0,55.51,16.15,19.78,26.1
2019년,전라남도,영광군,불갑면,60.78,195401.2,124773.0,6248.0,64381.0,4171.0,2663.0,133.0,1374.0,56.57,12.76,15.29,31.55
2019년,전라남도,영광군,군서면,54.67,116176.8,73887.0,3803.0,38487.0,2569.0,1634.0,84.0,851.0,50.09,32.16,38.32,28.76
2019년,전라남도,영광군,군남면,51.79,58912.6,35401.0,2201.0,21312.0,1231.0,739.0,46.0,445.0,47.78,25.23,31.71,24.74
2019년,전라남도,영광군,염산면,58.19,78167.6,49672.0,2614.0,25882.0,1214.0,771.0,41.0,402.0,48.56,53.21,58.11,29.69
2019년,전라남도,영광군,법성면,50.93,110832.1,75528.0,3708.0,31597.0,1966.0,1340.0,66.0,561.0,42.47,47.24,51.98,26.74
2019년,전라남도,장성군,장성읍,58.3,1034869.4,631961.0,28815.0,374094.0,5711.0,3487.0,159.0,2064.0,44.3,29.17,34.86,31.13
2019년,전라남도,장성군,진원면,54.39,280908.1,176474.0,6252.0,98182.0,3218.0,2022.0,72.0,1125.0,49.91,34.0,39.63,26.11
2019년,전라남도,장성군,남면,51.84,551302.9,338409.0,14693.0,198200.0,5858.0,3596.0,156.0,2106.0,47.41,23.24,29.3,22.52
2019년,전라남도,장성군,동화면,47.44,178841.6,95482.0,4264.0,79095.0,2602.0,1389.0,62.0,1151.0,43.75,26.45,32.23,24.44
2019년,전라남도,장성군,삼서면,49.32,103940.6,63523.0,3813.0,36605.0,1465.0,896.0,54.0,516.0,46.24,17.18,22.97,22.12
2019년,전라남도,장성군,삼계면,52.79,152845.2,93812.0,4013.0,55021.0,2106.0,1293.0,55.0,758.0,46.01,47.02,53.49,27.76
2019년,전라남도,장성군,황룡면,45.13,128109.1,68032.0,3309.0,56768.0,2184.0,1160.0,56.0,968.0,39.72,48.4,55.04,22.42
2019년,전라남도,장성군,서삼면,53.78,273108.5,161688.0,5864.0,105556.0,4133.0,2447.0,89.0,1597.0,48.31,13.07,17.74,24.24
2019년,전라남도,장성군,북일면,68.35,75880.2,40856.0,2574.0,32451.0,1857.0,1000.0,63.0,794.0,48.54,51.96,56.25,34.19
2019년,전라남도,장성군,북이면,60.98,461853.6,277001.0,11304.0,173548.0,4813.0,2886.0,118.0,1808.0,53.69,22.05,27.44,29.06
2019년,전라남도,장성군,북하면,59.05,211300.5,141904.0,6225.0,63171.0,2171.0,1458.0,64.0,649.0,52.41,27.65,34.92,28.27
2019년,전라남도,완도군,완도읍,47.5,219036.5,145253.0,9002.0,64782.0,1674.0,1110.0,69.0,495.0,33.35,54.83,61.1,23.36
2019년,전라남도,완도군,군외면,61.36,160780.7,111256.0,4339.0,45186.0,1866.0,1291.0,50.0,524.0,54.22,31.55,36.27,28.78
2019년,전라남도,완도군,신지면,51.69,79985.3,52206.0,3117.0,24662.0,1369.0,894.0,53.0,422.0,42.54,60.62,65.42,30.5
2019년,전라남도,완도군,고금면,56.0,118161.3,83020.0,4975.0,30167.0,1260.0,886.0,53.0,322.0,45.3,62.11,66.39,30.9
2019년,전라남도,완도군,약산면,54.37,48889.7,31178.0,2112.0,15600.0,1036.0,661.0,45.0,331.0,44.72,34.14,41.12,26.8
2019년,전라남도,진도군,진도읍,48.75,165922.9,112940.0,5803.0,47180.0,1539.0,1048.0,54.0,438.0,39.85,50.02,55.88,24.65
2019년,전라남도,진도군,군내면,55.6,187334.7,126104.0,5681.0,55549.0,1786.0,1202.0,54.0,530.0,49.98,34.11,39.6,32.02
2019년,전라남도,진도군,고군면,53.15,98082.0,65857.0,3878.0,28348.0,1041.0,699.0,41.0,301.0,41.63,58.85,63.17,31.07
2019년,전라남도,진도군,의신면,51.98,126075.2,89691.0,4386.0,31998.0,1159.0,825.0,40.0,294.0,46.84,33.16,35.93,30.17
2019년,전라남도,진도군,임회면,63.17,124611.4,82475.0,4276.0,37860.0,1195.0,791.0,41.0,363.0,48.05,57.96,64.01,31.83
2019년,전라남도,진도군,지산면,53.06,69963.6,42185.0,2305.0,25474.0,953.0,574.0,31.0,347.0,47.75,30.98,34.86,31.27
2019년,전라남도,신안군,지도읍,53.31,97877.0,65418.0,3645.0,28814.0,1266.0,846.0,47.0,373.0,44.0,68.51,72.57,31.1
2019년,전라남도,신안군,압해읍,55.7,204762.4,150283.0,5283.0,49197.0,2271.0,1667.0,59.0,546.0,44.26,73.61,76.64,27.65
2019년,전라남도,신안군,증도면,53.53,39341.0,27137.0,1971.0,10232.0,994.0,686.0,50.0,259.0,44.09,36.39,40.56,29.67
2019년,전라남도,신안군,자은면,48.34,37961.1,26592.0,1166.0,10203.0,987.0,692.0,30.0,265.0,42.92,42.4,45.28,26.6
2019년,전라남도,신안군,안좌면,54.31,68331.8,46239.0,2440.0,19653.0,1002.0,678.0,36.0,288.0,46.51,39.2,45.08,22.93
2019년,전라남도,신안군,팔금면,49.23,28365.9,19807.0,1325.0,7234.0,1215.0,849.0,57.0,310.0,44.11,55.38,59.25,24.33
2019년,전라남도,신안군,암태면,67.05,131850.7,99129.0,3661.0,29061.0,1906.0,1433.0,53.0,420.0,48.92,86.33,89.88,31.2
2019년,경상북도,남구,구룡포읍,57.6,203730.9,150706.0,7417.0,45608.0,2547.0,1884.0,93.0,570.0,41.73,40.1,45.09,26.7
2019년,경상북도,남구,연일읍,51.39,761602.7,568360.0,24914.0,168329.0,4946.0,3691.0,162.0,1093.0,39.63,38.88,45.74,24.09
2019년,경상북도,남구,오천읍,47.46,745156.3,487950.0,26930.0,230276.0,3298.0,2160.0,119.0,1019.0,32.02,33.86,42.18,22.78
2019년,경상북도,남구,대송면,46.04,334904.0,209613.0,7543.0,117748.0,4158.0,2602.0,94.0,1462.0,38.68,30.15,36.57,22.96
2019년,경상북도,남구,동해면,54.65,215920.6,160939.0,10437.0,44544.0,2332.0,1738.0,113.0,481.0,41.76,41.47,47.24,26.54
2019년,경상북도,남구,장기면,55.33,171074.0,121766.0,5147.0,44161.0,1683.0,1198.0,51.0,434.0,45.33,45.38,50.15,30.59
2019년,경상북도,남구,호미곶면,46.91,92978.7,66242.0,2764.0,23972.0,1826.0,1301.0,54.0,471.0,37.18,31.44,38.0,26.95
2019년,경상북도,남구,송도동,39.57,116955.9,101030.0,4104.0,11821.0,5698.0,4922.0,200.0,576.0,27.95,29.07,41.58,17.29
2019년,경상북도,남구,청림동,48.42,216761.3,176705.0,7140.0,32916.0,9273.0,7560.0,305.0,1408.0,29.05,69.4,77.46,19.9
2019년,경상북도,남구,제철동,44.44,699610.0,500280.0,20462.0,178868.0,8407.0,6012.0,246.0,2149.0,31.31,39.55,48.62,17.84
2019년,경상북도,남구,효곡동,38.18,321381.2,275238.0,12002.0,34142.0,5438.0,4657.0,203.0,578.0,24.96,54.66,64.46,17.52
2019년,경상북도,남구,대이동,38.67,418006.5,347459.0,17173.0,53374.0,7401.0,6152.0,304.0,945.0,24.01,49.07,59.94,16.23
2019년,경상북도,남구,상대동,39.14,259441.6,216048.0,11547.0,31846.0,6418.0,5345.0,286.0,788.0,25.91,38.37,55.25,15.71
2019년,경상북도,남구,해도동,45.49,190645.1,158399.0,8267.0,23979.0,7875.0,6543.0,341.0,990.0,28.29,61.59,71.82,18.27
2019년,경상북도,북구,흥해읍,47.92,1205864.0,901264.0,41503.0,263097.0,3552.0,2655.0,122.0,775.0,38.9,43.61,48.66,22.24
2019년,경상북도,북구,신광면,55.17,58299.5,40988.0,2193.0,15118.0,1339.0,941.0,50.0,347.0,48.3,42.53,46.29,29.97
2019년,경상북도,북구,청하면,51.42,293375.0,222285.0,9185.0,61905.0,2593.0,1965.0,81.0,547.0,41.33,70.22,74.49,28.47
2019년,경상북도,북구,송라면,46.79,204323.3,162016.0,5141.0,37167.0,3770.0,2989.0,95.0,686.0,40.78,56.34,61.74,23.76
2019년,경상북도,북구,기계면,62.41,459195.5,324089.0,13537.0,121569.0,4454.0,3144.0,131.0,1179.0,51.36,23.42,27.13,35.49
2019년,경상북도,북구,죽장면,66.43,111336.5,73658.0,3564.0,34115.0,959.0,634.0,31.0,294.0,41.1,77.74,80.97,37.66
2019년,경상북도,북구,기북면,67.29,31812.7,21707.0,950.0,9156.0,869.0,593.0,26.0,250.0,41.06,81.57,84.09,38.04
2019년,경상북도,북구,양학동,38.98,90808.5,79350.0,3453.0,8006.0,5688.0,4970.0,216.0,501.0,23.15,51.58,65.4,15.21
2019년,경상북도,북구,용흥동,46.04,298324.3,252201.0,9829.0,36295.0,7461.0,6307.0,246.0,908.0,28.27,70.59,77.13,19.23
2019년,경상북도,북구,우창동,39.33,311174.5,264346.0,12425.0,34404.0,7620.0,6473.0,304.0,842.0,23.29,68.03,79.16,16.68
2019년,경상북도,북구,두호동,36.49,152306.5,129728.0,6919.0,15660.0,6012.0,5120.0,273.0,618.0,21.7,72.13,80.22,17.24
2019년,경상북도,북구,장량동,36.47,770022.3,674508.0,29357.0,66157.0,5847.0,5122.0,223.0,502.0,22.64,55.02,68.04,16.37
2019년,경상북도,북구,환여동,44.96,96446.0,76347.0,5301.0,14798.0,5427.0,4296.0,298.0,833.0,29.3,74.12,80.54,20.9
2019년,경상북도,북구,중앙동,40.43,245788.9,208693.0,12637.0,24459.0,6117.0,5194.0,315.0,609.0,22.76,69.18,79.09,16.76
2019년,경상북도,북구,죽도동,40.0,209540.1,176879.0,9329.0,23332.0,7903.0,6671.0,352.0,880.0,23.47,60.39,71.99,16.38
2019년,경상북도,경주시,감포읍,53.74,123335.0,95622.0,4159.0,23555.0,1923.0,1491.0,65.0,367.0,42.15,56.9,61.99,28.23
2019년,경상북도,경주시,안강읍,48.88,517998.2,341460.0,18551.0,157988.0,2714.0,1789.0,97.0,828.0,40.24,35.01,41.37,25.02
2019년,경상북도,경주시,건천읍,57.52,1256453.0,755649.0,43108.0,457696.0,6792.0,4085.0,233.0,2474.0,46.83,21.02,25.47,30.09
2019년,경상북도,경주시,외동읍,51.18,1180358.6,745027.0,27978.0,407354.0,4492.0,2835.0,106.0,1550.0,39.13,51.26,56.26,26.27
2019년,경상북도,경주시,문무대왕면,71.5,723531.4,472769.0,17682.0,233080.0,4223.0,2759.0,103.0,1360.0,54.48,33.78,37.52,35.59
2019년,경상북도,경주시,양남면,56.41,200815.9,153301.0,5608.0,41907.0,1988.0,1517.0,56.0,415.0,42.15,53.96,58.95,27.15
2019년,경상북도,경주시,내남면,59.59,1078819.9,630281.0,28352.0,420187.0,6102.0,3565.0,160.0,2377.0,51.33,27.64,31.65,31.55
2019년,경상북도,경주시,산내면,55.25,68020.9,50360.0,1751.0,15909.0,1127.0,834.0,29.0,263.0,48.29,88.86,91.43,35.92
2019년,경상북도,경주시,서면,50.64,378082.8,230955.0,10193.0,136935.0,4423.0,2702.0,119.0,1602.0,44.31,22.51,27.27,29.04
2019년,경상북도,경주시,현곡면,56.05,344382.2,230661.0,10289.0,103432.0,3229.0,2163.0,96.0,970.0,45.23,35.45,40.42,29.25
2019년,경상북도,경주시,강동면,54.16,744804.9,527855.0,26758.0,190192.0,4558.0,3230.0,164.0,1164.0,45.28,48.08,53.2,29.75
2019년,경상북도,경주시,천북면,50.06,429983.6,292856.0,15790.0,121337.0,3764.0,2564.0,138.0,1062.0,44.14,40.46,46.17,23.77
2019년,경상북도,경주시,중부동,34.92,97045.3,80778.0,5836.0,10431.0,6639.0,5526.0,399.0,714.0,21.4,64.57,74.99,17.07
2019년,경상북도,경주시,성건동,38.65,216574.4,183766.0,7613.0,25195.0,5942.0,5042.0,209.0,691.0,25.62,44.23,54.89,16.93
2019년,경상북도,경주시,월성동,49.49,616816.0,501094.0,18338.0,97384.0,7935.0,6447.0,236.0,1253.0,39.73,49.68,54.58,21.08
2019년,경상북도,경주시,선도동,47.04,373460.6,310634.0,17357.0,45469.0,5647.0,4697.0,262.0,688.0,30.86,43.22,52.61,19.5
2019년,경상북도,경주시,용강동,39.44,273286.2,223782.0,9304.0,40200.0,6913.0,5661.0,235.0,1017.0,25.22,68.69,77.35,18.28
2019년,경상북도,경주시,황성동,38.33,311301.8,257618.0,10301.0,43383.0,6618.0,5477.0,219.0,922.0,24.87,47.47,56.85,17.65
2019년,경상북도,경주시,동천동,40.58,264768.8,222883.0,9143.0,32743.0,5954.0,5012.0,206.0,736.0,27.19,46.63,56.07,17.59
2019년,경상북도,경주시,불국동,40.73,420040.3,348327.0,12964.0,58750.0,6050.0,5017.0,187.0,846.0,30.1,53.55,59.31,20.05
2019년,경상북도,경주시,보덕동,45.37,355083.2,296787.0,13709.0,44587.0,4014.0,3355.0,155.0,504.0,34.13,21.04,29.66,17.44
2019년,경상북도,경주시,황오동,44.39,110282.1,92217.0,5090.0,12975.0,7778.0,6504.0,359.0,915.0,25.72,71.9,78.21,18.91
2019년,경상북도,경주시,황남동,55.11,500507.7,368831.0,14085.0,117591.0,7877.0,5805.0,222.0,1851.0,37.01,37.33,43.06,22.41
2019년,경상북도,김천시,아포읍,64.88,1108210.0,673440.0,29061.0,405709.0,9092.0,5525.0,238.0,3329.0,52.95,20.31,24.68,31.83
2019년,경상북도,김천시,농소면,56.24,246810.0,164750.0,7271.0,74788.0,3384.0,2259.0,100.0,1025.0,47.91,39.0,44.88,27.12
2019년,경상북도,김천시,남면,65.07,570223.7,360447.0,13554.0,196222.0,4832.0,3054.0,115.0,1663.0,54.7,22.61,27.45,30.32
2019년,경상북도,김천시,개령면,65.76,97963.3,66322.0,1780.0,29861.0,2025.0,1371.0,37.0,617.0,50.74,60.51,64.84,40.21
2019년,경상북도,김천시,감문면,59.67,47054.9,27211.0,2377.0,17467.0,962.0,556.0,49.0,357.0,47.05,71.16,74.69,32.02
2019년,경상북도,김천시,어모면,53.34,260843.9,163966.0,8427.0,88450.0,2079.0,1307.0,67.0,705.0,47.63,21.67,28.69,23.54
2019년,경상북도,김천시,봉산면,68.73,539550.7,308826.0,16231.0,214494.0,6740.0,3858.0,203.0,2679.0,57.58,15.38,19.49,33.08
2019년,경상북도,김천시,대항면,69.13,65477.4,40886.0,2507.0,22084.0,1713.0,1070.0,66.0,578.0,44.6,88.93,91.5,42.35
2019년,경상북도,김천시,감천면,58.57,59309.9,39740.0,1532.0,18038.0,1431.0,959.0,37.0,435.0,51.99,44.6,50.97,28.62
2019년,경상북도,김천시,조마면,58.53,47435.8,27850.0,1578.0,18008.0,866.0,509.0,29.0,329.0,49.11,60.74,65.54,36.61
2019년,경상북도,김천시,구성면,69.21,125487.1,80484.0,4728.0,40275.0,1847.0,1185.0,70.0,593.0,52.52,30.03,36.51,30.64
2019년,경상북도,김천시,지례면,66.77,65419.6,41195.0,2768.0,21457.0,1212.0,763.0,51.0,397.0,44.12,49.26,55.6,32.31
2019년,경상북도,김천시,부항면,61.85,17650.7,10794.0,721.0,6135.0,726.0,444.0,30.0,252.0,49.23,60.21,64.66,41.86
2019년,경상북도,김천시,대덕면,87.48,65800.2,44736.0,1754.0,19311.0,1226.0,834.0,33.0,360.0,55.95,83.05,85.94,52.86
2019년,경상북도,김천시,증산면,58.79,16194.5,10980.0,511.0,4703.0,628.0,426.0,20.0,182.0,49.67,66.07,68.59,34.38
2019년,경상북도,김천시,양금동,71.81,91369.6,64895.0,3078.0,23396.0,5149.0,3657.0,173.0,1318.0,40.54,83.73,87.19,35.68
2019년,경상북도,김천시,대신동,46.85,834471.2,625107.0,21126.0,188239.0,6561.0,4915.0,166.0,1480.0,33.12,37.31,45.44,20.71
2019년,경상북도,김천시,대곡동,48.59,176483.1,139141.0,5557.0,31786.0,6243.0,4922.0,197.0,1124.0,26.47,78.53,85.25,20.76
2019년,경상북도,김천시,지좌동,60.21,338254.4,236497.0,9876.0,91882.0,8501.0,5943.0,248.0,2309.0,38.67,49.15,53.56,27.93
2019년,경상북도,김천시,자산동,60.46,141452.9,100074.0,5190.0,36190.0,8761.0,6198.0,321.0,2242.0,31.33,46.89,51.45,26.71
2019년,경상북도,김천시,평화남산동,46.13,110967.4,88620.0,3379.0,18967.0,6228.0,4973.0,190.0,1064.0,24.35,73.3,79.59,21.37
2019년,경상북도,김천시,율곡동,41.49,286058.5,241289.0,8594.0,36175.0,5190.0,4378.0,156.0,656.0,26.66,55.59,66.72,17.39
2019년,경상북도,안동시,풍산읍,59.16,820851.0,577323.0,33449.0,210079.0,4024.0,2830.0,164.0,1030.0,50.44,26.81,31.92,31.74
2019년,경상북도,안동시,와룡면,51.24,116698.2,80775.0,3691.0,32232.0,1168.0,808.0,37.0,322.0,46.67,50.54,54.53,24.75
2019년,경상북도,안동시,북후면,61.01,99754.0,68001.0,4078.0,27675.0,1871.0,1275.0,76.0,519.0,47.83,19.93,25.43,30.51
2019년,경상북도,안동시,서후면,49.14,144892.3,96849.0,6456.0,41587.0,1691.0,1130.0,75.0,485.0,45.72,23.21,29.42,24.64
2019년,경상북도,안동시,풍천면,53.48,135943.1,99626.0,6045.0,30273.0,2137.0,1566.0,95.0,476.0,43.93,26.95,34.93,28.16
2019년,경상북도,안동시,일직면,66.11,509624.9,354753.0,15365.0,139507.0,4701.0,3272.0,142.0,1287.0,55.89,22.25,26.1,35.81
2019년,경상북도,안동시,남후면,54.79,337459.9,229350.0,12531.0,95579.0,4564.0,3102.0,169.0,1293.0,52.53,16.28,20.23,30.23
2019년,경상북도,안동시,남선면,51.04,77805.3,52451.0,2721.0,22633.0,2377.0,1603.0,83.0,691.0,46.64,17.99,23.3,23.66
2019년,경상북도,안동시,임하면,55.89,131789.5,92257.0,3541.0,35992.0,2302.0,1612.0,62.0,629.0,50.84,35.51,39.95,27.88
2019년,경상북도,안동시,길안면,68.94,290054.1,196240.0,7246.0,86568.0,2314.0,1566.0,58.0,691.0,57.17,33.34,37.53,48.27
2019년,경상북도,안동시,임동면,59.14,68744.3,48462.0,1799.0,18483.0,1285.0,906.0,34.0,345.0,54.92,51.99,55.84,26.15
2019년,경상북도,안동시,예안면,59.87,20196.2,11834.0,1016.0,7346.0,944.0,553.0,48.0,343.0,46.05,52.97,57.58,35.42
2019년,경상북도,안동시,도산면,53.91,40288.1,28662.0,2062.0,9565.0,1095.0,779.0,56.0,260.0,47.66,78.78,83.19,32.42
2019년,경상북도,안동시,녹전면,57.61,29984.6,19381.0,757.0,9846.0,830.0,537.0,21.0,273.0,48.43,43.07,50.02,30.76
2019년,경상북도,안동시,중구동,41.55,170914.9,141160.0,7226.0,22529.0,5070.0,4187.0,214.0,668.0,27.19,47.41,57.61,17.08
2019년,경상북도,안동시,명륜동,60.6,104093.1,79921.0,3185.0,20987.0,3784.0,2905.0,116.0,763.0,42.74,51.22,55.54,21.89
2019년,경상북도,안동시,용상동,44.33,344150.8,285601.0,11801.0,46749.0,5633.0,4674.0,193.0,765.0,32.63,41.8,51.06,20.65
2019년,경상북도,안동시,태화동,40.51,149997.5,126227.0,5096.0,18674.0,6934.0,5835.0,236.0,863.0,27.74,49.82,61.68,17.84
2019년,경상북도,안동시,평화동,37.02,33508.1,28352.0,1383.0,3773.0,4649.0,3934.0,192.0,524.0,24.48,50.42,62.52,17.21
2019년,경상북도,안동시,안기동,52.64,80610.4,65430.0,2525.0,12655.0,5428.0,4406.0,170.0,852.0,42.73,22.03,32.61,19.13
2019년,경상북도,안동시,옥동,39.98,231107.7,194622.0,7069.0,29416.0,5517.0,4646.0,169.0,702.0,23.3,61.07,69.44,16.33
2019년,경상북도,안동시,송하동,46.63,192810.8,156551.0,6175.0,30085.0,7628.0,6194.0,244.0,1190.0,31.31,49.53,60.02,18.97
2019년,경상북도,안동시,서구동,39.64,131122.7,111957.0,4739.0,14427.0,6508.0,5557.0,235.0,716.0,25.18,50.25,64.36,16.53
2019년,경상북도,안동시,강남동,54.43,479801.8,370742.0,11194.0,97866.0,5992.0,4630.0,140.0,1222.0,41.47,43.96,51.86,24.95
2019년,경상북도,구미시,선산읍,53.22,511859.5,322876.0,16305.0,172678.0,4288.0,2705.0,137.0,1446.0,42.1,34.69,39.45,26.76
2019년,경상북도,구미시,고아읍,46.7,322471.8,235096.0,14759.0,72617.0,3330.0,2428.0,152.0,750.0,33.97,66.18,72.48,22.34
2019년,경상북도,구미시,무을면,49.1,26534.0,14209.0,968.0,11356.0,1243.0,666.0,45.0,532.0,42.41,68.27,73.15,30.11
2019년,경상북도,구미시,옥성면,61.13,477663.1,289563.0,11161.0,176939.0,7429.0,4504.0,174.0,2752.0,49.82,35.18,40.3,39.52
2019년,경상북도,구미시,도개면,60.93,676842.2,426132.0,16970.0,233740.0,6759.0,4255.0,169.0,2334.0,54.36,16.01,20.19,33.51
2019년,경상북도,구미시,해평면,60.0,302656.0,226894.0,5351.0,70412.0,4472.0,3353.0,79.0,1040.0,53.11,24.97,30.03,29.42
2019년,경상북도,구미시,산동읍,45.44,399195.7,293604.0,14077.0,91515.0,2991.0,2200.0,105.0,686.0,36.6,25.73,35.41,20.36
2019년,경상북도,구미시,장천면,58.26,548783.0,375910.0,14804.0,158069.0,5158.0,3533.0,139.0,1486.0,48.4,23.27,27.96,28.44
2019년,경상북도,구미시,송정동,40.43,196624.1,164089.0,9265.0,23270.0,6663.0,5561.0,314.0,789.0,25.99,44.19,58.84,15.85
2019년,경상북도,구미시,원평동,52.98,403668.7,270857.0,12756.0,120056.0,16228.0,10889.0,513.0,4826.0,37.04,23.77,30.12,21.52
2019년,경상북도,구미시,원평동,53.35,120854.4,79285.0,5269.0,36300.0,14227.0,9334.0,620.0,4273.0,34.32,26.23,31.82,22.82
2019년,경상북도,구미시,도량동,42.0,244155.7,179875.0,9897.0,54383.0,9517.0,7012.0,386.0,2120.0,27.14,28.31,39.64,16.72
2019년,경상북도,구미시,지산동,52.89,168043.8,135348.0,5411.0,27285.0,9928.0,7996.0,320.0,1612.0,37.82,66.29,73.54,21.21
2019년,경상북도,구미시,선주원남동,43.52,720554.5,512063.0,24828.0,183664.0,8726.0,6201.0,301.0,2224.0,29.09,32.57,40.51,19.43
2019년,경상북도,구미시,형곡1동,38.55,72298.5,62047.0,2940.0,7312.0,5411.0,4644.0,220.0,547.0,23.81,58.95,74.77,15.32
2019년,경상북도,구미시,형곡2동,38.13,77527.0,65480.0,2891.0,9157.0,4342.0,3668.0,162.0,513.0,26.13,45.55,61.49,16.81
2019년,경상북도,구미시,신평1동,41.99,157697.8,128827.0,6039.0,22832.0,9577.0,7823.0,367.0,1387.0,26.63,52.63,64.85,18.04
2019년,경상북도,구미시,신평2동,48.34,28107.9,22888.0,1086.0,4134.0,9513.0,7747.0,367.0,1399.0,29.67,82.2,88.22,21.62
2019년,경상북도,구미시,비산동,40.93,114577.2,96185.0,3048.0,15344.0,8833.0,7415.0,235.0,1183.0,26.6,73.46,77.66,21.24
2019년,경상북도,구미시,비산동,40.71,258564.6,205101.0,11399.0,42064.0,6945.0,5509.0,306.0,1130.0,28.4,60.78,70.46,20.38
2019년,경상북도,구미시,공단동,41.35,483844.3,367384.0,16434.0,100026.0,6513.0,4945.0,221.0,1346.0,28.81,47.63,59.46,18.15
2019년,경상북도,구미시,광평동,50.86,179518.0,133769.0,6164.0,39585.0,8153.0,6075.0,280.0,1798.0,31.66,31.32,39.89,19.99
2019년,경상북도,구미시,상모사곡동,37.83,230800.1,198414.0,9448.0,22939.0,5492.0,4722.0,225.0,546.0,24.29,46.28,60.17,16.03
2019년,경상북도,구미시,임오동,53.2,755323.3,500433.0,21399.0,233492.0,16833.0,11152.0,477.0,5203.0,37.48,19.67,26.91,23.27
2019년,경상북도,구미시,인동동,41.74,338538.6,283455.0,11388.0,43696.0,6933.0,5805.0,233.0,895.0,24.96,64.09,73.41,18.19
2019년,경상북도,구미시,진미동,43.24,363967.3,293999.0,13463.0,56505.0,6961.0,5623.0,257.0,1081.0,27.53,58.09,67.9,18.73
2019년,경상북도,구미시,양포동,47.07,632528.0,516733.0,20896.0,94898.0,7499.0,6126.0,248.0,1125.0,30.06,45.0,56.23,16.83
2019년,경상북도,영주시,풍기읍,56.98,241808.5,171618.0,9534.0,60656.0,3221.0,2286.0,127.0,808.0,41.41,20.08,24.09,27.3
2019년,경상북도,영주시,이산면,53.67,115029.6,84878.0,3775.0,26377.0,2164.0,1597.0,71.0,496.0,50.41,20.15,24.94,30.43
2019년,경상북도,영주시,평은면,56.86,120428.8,83524.0,4648.0,32257.0,2582.0,1791.0,100.0,692.0,52.96,42.19,47.39,34.58
2019년,경상북도,영주시,문수면,49.79,79670.4,53758.0,3405.0,22507.0,1650.0,1113.0,71.0,466.0,47.29,13.52,17.94,23.79
2019년,경상북도,영주시,장수면,60.69,416563.2,286277.0,16963.0,113324.0,5004.0,3439.0,204.0,1361.0,54.1,13.33,17.26,30.42
2019년,경상북도,영주시,안정면,50.77,202599.5,136189.0,9758.0,56653.0,2624.0,1764.0,126.0,734.0,48.28,10.45,14.15,23.78
