지역,행정구역,시군구,년도,사고건수,사망자수,중상자수,경상자수,부상신고자수,총등록대수(대),총인구수,노인수,노인비율,토지면적(㎡),도로면적(㎡),교통사고 사상자 수,교통안전도 평가지수
경기 수원시 권선구,경기,수원시 권선구,2019,61,1,34,22,5,183099.0,371754.0,38769,10.42867057,"47,170,329.7","5,390,259.5",31.4,0.0023615639626650064
경기 수원시 권선구,경기,수원시 권선구,2020,54,1,32,23,1,201477.0,368645.0,41407,11.23221527,"47,182,349.6","5,634,433.8",30.299999999999997,0.0019744189163031015
경기 수원시 권선구,경기,수원시 권선구,2021,36,1,17,14,4,203158.0,364136.0,43754,12.01584024,"47,179,157.1","5,665,722.4",17.099999999999998,0.0012138335679618818
경기 수원시 권선구,경기,수원시 권선구,2022,58,2,30,27,0,212923.0,367446.0,46727,12.71669851,"47,180,198.5","5,714,184.0",31.1,0.0019659689183413724
경기 수원시 권선구,경기,수원시 권선구,2023,47,1,26,34,4,216642.0,366167.0,50191,13.70713363,"47,179,838.0","5,737,568.6",29.4,0.0016820376473629306
경기 수원시 영통구,경기,수원시 영통구,2012,13,2,8,3,0,100213.0,289074.0,13923,4.81641379,"27,671,589.2","3,590,612.0",8.5,0.001027810763074651
경기 수원시 영통구,경기,수원시 영통구,2013,14,0,13,1,0,109106.0,310671.0,15348,4.940274438,"27,673,146.0","3,891,719.9",9.4,0.001030190823602735
경기 수원시 영통구,경기,수원시 영통구,2014,20,2,10,7,1,118291.0,329718.0,16934,5.135904015,"27,677,052.3","3,899,322.8",11.1,0.0012393166005866887
경기 수원시 영통구,경기,수원시 영통구,2015,24,0,13,10,1,123222.0,335375.0,18123,5.403801714,"27,677,136.0","3,945,497.0",12.1,0.0013682621609777473
경기 수원시 영통구,경기,수원시 영통구,2016,16,0,8,7,1,127987.0,340654.0,19142,5.61919132,"27,680,407.4","3,948,070.8",7.699999999999999,0.0008610249478462656
경기 수원시 영통구,경기,수원시 영통구,2017,19,1,14,4,0,134423.0,349836.0,21021,6.008815559,"27,678,981.4","4,021,379.2",11.999999999999998,0.0011010020606592621
경기 수원시 영통구,경기,수원시 영통구,2018,29,1,12,12,4,139313.0,356112.0,22918,6.435615761,"27,677,699.7","4,082,639.7",12.999999999999998,0.0013925477162935259
경기 수원시 영통구,경기,수원시 영통구,2019,24,1,13,10,0,146968.0,368468.0,24945,6.769923033,"27,723,420.5","4,146,362.5",13.1,0.001188013717271787
경기 수원시 영통구,경기,수원시 영통구,2020,20,2,14,4,0,150557.0,368842.0,27035,7.329696727,"27,710,901.6","4,170,018.6",12.999999999999998,0.001049436426071189
경기 수원시 영통구,경기,수원시 영통구,2021,12,0,8,4,0,150570.0,363422.0,28637,7.879820154,"27,711,524.8","4,164,684.9",6.8,0.0005897589161187488
경기 수원시 영통구,경기,수원시 영통구,2022,14,0,5,8,1,152167.0,360384.0,30183,8.375233085,"27,714,465.1","4,165,018.2",5.9,0.0006006558583661372
경기 수원시 영통구,경기,수원시 영통구,2023,27,0,17,10,1,155861.0,363028.0,32399,8.924655949,"27,712,882.2","4,177,180.2",14.899999999999999,0.0012665131110412484
경기 수원시 장안구,경기,수원시 장안구,2012,38,4,20,14,1,96771.0,291757.0,25262,8.658575458,"33,176,383.8","3,485,490.5",22.2,0.002947163923076128
경기 수원시 장안구,경기,수원시 장안구,2013,52,1,36,15,1,101098.0,300908.0,26769,8.896074548,"33,344,013.7","3,538,098.7",30.7,0.003879404142515183
경기 수원시 장안구,경기,수원시 장안구,2014,71,4,52,19,1,103631.0,301196.0,27827,9.238834513,"33,343,598.7","3,565,677.2",46.1,0.0054095782150128825
경기 수원시 장안구,경기,수원시 장안구,2015,67,1,34,28,4,105734.0,299016.0,29116,9.737271584,"33,343,740.7","3,563,787.5",33.199999999999996,0.0044186354436605065
경기 수원시 장안구,경기,수원시 장안구,2016,72,3,34,32,5,108336.0,296479.0,30116,10.15788639,"33,343,560.7","3,565,657.3",36.4,0.004674346477625166
경기 수원시 장안구,경기,수원시 장안구,2017,71,5,35,27,4,109684.0,293828.0,32021,10.89787222,"33,349,467.5","3,583,135.8",37.6,0.004646074176725867
경기 수원시 장안구,경기,수원시 장안구,2018,78,5,52,19,4,108592.0,286433.0,33177,11.58281343,"33,341,117.0","3,580,544.6",47.1,0.00547554147635185
경기 수원시 장안구,경기,수원시 장안구,2019,58,1,34,21,3,106710.0,278377.0,34579,12.42164403,"33,342,316.9","3,583,258.8",31.099999999999998,0.003922781370068409
경기 수원시 장안구,경기,수원시 장안구,2020,57,1,24,32,4,105692.0,273661.0,36657,13.39503985,"33,342,288.9","3,577,600.3",27.4,0.003712674563826968
경기 수원시 장안구,경기,수원시 장안구,2021,61,0,34,25,5,107701.0,273835.0,38374,14.0135483,"33,342,085.1","3,598,119.4",31.299999999999997,0.004009247824996982
경기 수원시 장안구,경기,수원시 장안구,2022,69,2,29,36,5,108519.0,270524.0,40078,14.81495172,"33,343,885.7","3,600,155.3",33.099999999999994,0.004373427694689409
경기 수원시 장안구,경기,수원시 장안구,2023,62,1,29,32,3,110922.0,270849.0,42714,15.77041082,"33,342,057.7","3,606,951.8",30.9,0.003907250139737834
경기 수원시 팔달구,경기,수원시 팔달구,2012,40,5,22,14,1,69731.0,206794.0,20557,9.940810662,"12,856,618.0","2,394,253.6",24.599999999999998,0.0044112374697050085
경기 수원시 팔달구,경기,수원시 팔달구,2013,59,3,45,12,3,69864.0,204805.0,21426,10.46165865,"12,856,591.2","2,396,477.9",38.1,0.006650062979503034
경기 수원시 팔달구,경기,수원시 팔달구,2014,68,5,43,18,2,71159.0,203479.0,22519,11.06698971,"12,856,750.1","2,397,547.2",40.49999999999999,0.007237313621607949
경기 수원시 팔달구,경기,수원시 팔달구,2015,48,4,28,17,1,71858.0,199180.0,23215,11.65528668,"12,856,750.1","2,398,725.2",28.699999999999996,0.005068329204820619
경기 수원시 팔달구,경기,수원시 팔달구,2016,85,4,55,30,3,75171.0,198515.0,23810,11.99405586,"12,856,753.1","2,399,565.2",51.5,0.008633648614492291
경기 수원시 팔달구,경기,수원시 팔달구,2017,85,3,44,35,5,75597.0,193311.0,24920,12.89114432,"12,856,852.1","2,398,963.9",44.3,0.008013545511065253
경기 수원시 팔달구,경기,수원시 팔달구,2018,85,7,39,30,11,72672.0,180974.0,24591,13.58813973,"12,856,188.9","2,399,383.5",43.3,0.008253522677234698
경기 수원시 팔달구,경기,수원시 팔달구,2019,59,0,30,27,2,71162.0,175866.0,25354,14.41665814,"12,856,109.3","2,396,683.0",29.1,0.0057699333914167684
경기 수원시 팔달구,경기,수원시 팔달구,2020,66,1,30,31,6,71852.0,174930.0,26837,15.3415652,"12,856,138.3","2,396,166.2",31.299999999999997,0.006287925179535712
경기 수원시 팔달구,경기,수원시 팔달구,2021,59,2,21,37,1,76676.0,182321.0,28310,15.52755854,"12,856,945.3","2,430,072.9",27.799999999999997,0.005253273514528666
경기 수원시 팔달구,경기,수원시 팔달구,2022,64,2,37,25,3,82941.0,192610.0,30134,15.64508592,"12,860,370.6","2,428,478.4",35.4,0.005647387902243764
경기 수원시 팔달구,경기,수원시 팔달구,2023,88,8,41,42,10,86035.0,197213.0,32032,16.24233697,"12,865,087.2","2,427,881.5",49.300000000000004,0.007529493810658453
경기 시흥시,경기,시흥시,2012,42,7,21,14,0,163438.0,399485.0,26709,6.685858042,"135,021,695.4","15,028,708.1",25.9,0.001978731996230987
경기 시흥시,경기,시흥시,2013,58,11,32,13,2,166516.0,396765.0,27839,7.016495911,"135,014,600.9","15,375,320.8",37.3,0.0027372744961445144
경기 시흥시,경기,시흥시,2014,51,7,31,12,1,171993.0,394639.0,28835,7.306677749,"135,056,862.1","15,424,128.8",32.3,0.002312884826708064
경기 시흥시,경기,시흥시,2015,62,1,36,26,3,180129.0,398256.0,30190,7.580551203,"135,790,207.8","15,661,203.6",34.0,0.0025093127702924016
경기 시흥시,경기,시흥시,2016,57,3,33,19,3,188788.0,402888.0,31650,7.855781259,"135,795,688.0","16,958,600.2",31.799999999999997,0.0022183613365256262
경기 시흥시,경기,시흥시,2017,67,5,40,20,2,202544.0,419664.0,34511,8.223483549,"137,607,939.5","17,756,417.1",39.0,0.002478473813097401
경기 시흥시,경기,시흥시,2018,50,1,30,18,1,220253.0,448687.0,37552,8.369308672,"138,652,287.4","17,927,258.3",27.4,0.001654461006206499
경기 시흥시,경기,시흥시,2019,56,2,36,18,0,233946.0,473682.0,41403,8.740674123,"138,660,045.6","18,637,980.3",32.6,0.001793576295384405
경기 시흥시,경기,시흥시,2020,44,6,18,16,4,250866.0,500895.0,46782,9.339681969,"139,680,130.0","18,917,159.1",23.400000000000002,0.001261231095485239
경기 시흥시,경기,시흥시,2021,59,7,30,20,4,262711.0,512030.0,50915,9.943753296,"139,683,554.1","19,232,994.1",34.0,0.001674844220455177
경기 시흥시,경기,시흥시,2022,43,2,25,14,6,269484.0,512912.0,54756,10.67551549,"139,938,363.2","19,519,742.1",23.7,0.0011659319291683365
경기 시흥시,경기,시흥시,2023,60,3,29,25,5,278384.0,519715.0,59745,11.49572362,"139,936,378.0","19,718,522.6",30.799999999999997,0.0015259497672280014
경기 안산시 단원구,경기,안산시 단원구,2012,42,2,34,7,0,136628.0,333552.0,21811,6.539010409,"91,503,791.8","8,590,257.0",27.9,0.002454840881810464
경기 안산시 단원구,경기,안산시 단원구,2013,33,7,16,10,1,140042.0,331095.0,22559,6.813452332,"91,503,303.7","8,948,622.5",21.2,0.0018508733094357408
경기 안산시 단원구,경기,안산시 단원구,2014,55,5,33,17,3,143874.0,326368.0,23415,7.174416609,"91,505,523.3","8,967,650.4",33.199999999999996,0.0029136605641047033
경기 안산시 단원구,경기,안산시 단원구,2015,69,0,51,16,3,147198.0,318368.0,23993,7.536247362,"92,799,641.8","9,225,102.5",40.49999999999999,0.0035258631231402594
경기 안산시 단원구,경기,안산시 단원구,2016,51,3,30,16,4,150983.0,314002.0,24530,7.812052153,"96,234,735.9","9,266,414.6",28.8,0.0024956452050893148
경기 안산시 단원구,경기,안산시 단원구,2017,50,2,33,15,1,154092.0,306966.0,25748,8.387899637,"97,199,487.5","9,504,875.1",29.599999999999998,0.0024504841263660667
경기 안산시 단원구,경기,안산시 단원구,2018,56,5,35,16,1,156321.0,304032.0,27275,8.971095148,"97,658,182.7","9,607,703.7",34.3,0.0027494706405409384
경기 안산시 단원구,경기,안산시 단원구,2019,53,1,32,23,0,158931.0,306305.0,29434,9.609376275,"97,741,095.3","9,634,555.3",30.299999999999997,0.0024778048335441162
경기 안산시 단원구,경기,안산시 단원구,2020,42,3,28,10,1,162628.0,303027.0,31807,10.49642441,"98,345,242.2","10,042,030.5",25.599999999999998,0.0019775192463782373
경기 안산시 단원구,경기,안산시 단원구,2021,61,1,36,23,1,166496.0,302058.0,34143,11.30345828,"98,417,755.8","10,162,298.5",33.1,0.0026583221218527773
경기 안산시 단원구,경기,안산시 단원구,2022,53,2,35,19,0,169976.0,296996.0,36637,12.33585638,"98,535,447.5","10,281,916.7",32.2,0.002383865957546948
경기 안산시 단원구,경기,안산시 단원구,2023,61,3,42,17,3,172363.0,294441.0,39572,13.43970439,"98,474,161.3","10,317,577.9",37.5,0.0027210016070734443
경기 안산시 상록구,경기,안산시 상록구,2012,47,5,30,12,0,127168.0,381556.0,27712,7.262891948,"57,894,011.8","6,732,520.6",29.6,0.002874937091092099
경기 안산시 상록구,경기,안산시 상록구,2013,41,1,26,13,1,130034.0,382571.0,29104,7.607476782,"57,992,549.7","6,733,729.4",23.099999999999998,0.002327083685805251
경기 안산시 상록구,경기,안산시 상록구,2014,56,3,33,19,1,133021.0,381508.0,30365,7.959204001,"57,994,888.7","6,735,277.8",31.799999999999997,0.003118304628592478
경기 안산시 상록구,경기,안산시 상록구,2015,50,5,28,17,2,137047.0,379517.0,31620,8.331642588,"57,994,750.2","7,309,357.8",29.699999999999996,0.002759637204754573
경기 안산시 상록구,경기,안산시 상록구,2016,53,3,29,20,2,140541.0,375857.0,32620,8.678832641,"57,996,682.9","7,311,739.7",29.299999999999997,0.0027593371329362962
경기 안산시 상록구,경기,안산시 상록구,2017,58,7,31,26,1,143522.0,370744.0,34339,9.262186306,"57,998,607.5","7,312,829.1",36.5,0.0031423753849584035
경기 안산시 상록구,경기,안산시 상록구,2018,46,2,25,19,1,141529.0,356311.0,35379,9.929247203,"57,984,141.9","7,371,064.8",25.2,0.002368419193239548
경기 안산시 상록구,경기,안산시 상록구,2019,64,4,34,24,3,138840.0,344613.0,37004,10.73784216,"57,989,859.7","7,375,345.6",35.0,0.0033563814462690866
경기 안산시 상록구,경기,안산시 상록구,2020,36,1,18,14,3,146877.0,351888.0,39813,11.31411131,"57,988,360.5","7,415,048.5",17.8,0.0017075512163238628
경기 안산시 상록구,경기,안산시 상록구,2021,49,4,28,18,1,149813.0,350668.0,42223,12.04073369,"57,991,983.9","7,736,499.5",28.999999999999996,0.0024697456162015314
경기 안산시 상록구,경기,안산시 상록구,2022,56,0,33,25,1,152046.0,344664.0,44874,13.01963652,"57,992,504.1","7,744,853.0",30.599999999999998,0.0026807676624179527
경기 안산시 상록구,경기,안산시 상록구,2023,50,0,25,26,1,151347.0,334867.0,47817,14.27940048,"57,992,724.8","7,770,209.5",25.3,0.0023244596853588114
경기 안성시,경기,안성시,2012,26,4,18,5,0,81533.0,181608.0,23692,13.04568081,"553,436,929.2","19,756,502.1",18.1,0.0026075331460880874
경기 안성시,경기,안성시,2013,46,5,31,8,2,83726.0,182173.0,24354,13.36861116,"553,443,784.8","19,856,919.1",29.099999999999998,0.004283018417218069
경기 안성시,경기,안성시,2014,35,3,23,8,3,87019.0,181896.0,24990,13.73861987,"553,430,697.6","20,821,389.8",21.499999999999996,0.003091278916098783
경기 안성시,경기,안성시,2015,34,4,23,6,2,89930.0,180199.0,25846,14.34303187,"553,410,031.9","20,875,736.9",21.9,0.0029734237740464808
경기 안성시,경기,안성시,2016,31,5,17,7,2,94666.0,182896.0,26606,14.547065,"553,392,068.7","21,693,545.3",19.0,0.0025141022119874084
경기 안성시,경기,안성시,2017,41,4,28,10,0,98117.0,182786.0,28134,15.39176961,"553,397,809.0","21,867,292.3",26.599999999999998,0.003298103284853797
경기 안성시,경기,안성시,2018,34,2,25,8,0,100418.0,183579.0,29319,15.97078097,"553,398,041.7","22,500,342.6",21.9,0.0026628692067159274
경기 안성시,경기,안성시,2019,38,4,20,13,2,103031.0,183405.0,30729,16.75472315,"553,418,704.0","22,928,391.1",21.9,0.002750628451631062
경기 안성시,경기,안성시,2020,30,3,15,14,1,108455.0,187012.0,32844,17.56250936,"553,460,873.7","23,120,575.1",17.7,0.0020856576460283062
경기 안성시,경기,안성시,2021,44,1,30,13,1,113751.0,189534.0,34629,18.27060053,"553,465,426.3","23,336,238.4",25.9,0.002913380981266099
경기 안성시,경기,안성시,2022,41,0,20,21,4,115872.0,188842.0,36284,19.21394605,"553,500,802.0","23,588,532.0",20.3,0.0024665147749240546
경기 안성시,경기,안성시,2023,50,2,30,17,5,118627.0,189034.0,38191,20.20324386,"553,508,056.1","23,941,228.8",28.1,0.0031072184241361578
경기 안양시 동안구,경기,안양시 동안구,2012,33,2,22,11,1,118079.0,357920.0,27321,7.633270004,"21,924,337.4","2,965,588.7",20.7,0.0021697338222715305
경기 안양시 동안구,경기,안양시 동안구,2013,51,2,37,11,1,119648.0,357631.0,28616,8.00154349,"21,924,233.2","3,057,431.0",31.2,0.003269590799679059
경기 안양시 동안구,경기,안양시 동안구,2014,40,4,27,10,0,120856.0,353494.0,29650,8.387695406,"21,927,390.3","3,098,406.1",25.9,0.002609717349573046
경기 안양시 동안구,경기,안양시 동안구,2015,55,2,32,22,0,123128.0,350519.0,30896,8.814358138,"21,927,117.1","3,129,187.2",31.0,0.0032973815866415433
경기 안양시 동안구,경기,안양시 동안구,2016,50,4,25,20,2,124659.0,345061.0,31371,9.091436007,"21,928,500.7","3,136,295.5",27.5,0.0029279875500365
경기 안양시 동안구,경기,안양시 동안구,2017,49,1,33,12,3,123367.0,332787.0,32146,9.659632137,"21,929,301.4","3,156,905.4",27.699999999999996,0.0029359553203044575
경기 안양시 동안구,경기,안양시 동안구,2018,56,2,29,23,2,122863.0,325319.0,33465,10.28682616,"21,930,855.1","3,157,857.6",29.199999999999996,0.0032491474243669777
경기 안양시 동안구,경기,안양시 동안구,2019,50,0,30,20,2,122750.0,322809.0,35626,11.03624744,"21,932,930.9","3,156,574.4",27.0,0.00294908350305499
경기 안양시 동안구,경기,안양시 동안구,2020,31,1,19,10,2,121970.0,310614.0,37401,12.04098978,"21,932,748.9","3,157,050.9",17.299999999999997,0.001867672378453718
경기 안양시 동안구,경기,안양시 동안구,2021,20,1,12,7,0,124389.0,308867.0,39322,12.73104605,"21,938,175.7","3,217,301.4",11.499999999999998,0.00119785511580606
경기 안양시 동안구,경기,안양시 동안구,2022,26,2,16,9,0,129463.0,313834.0,42494,13.54027926,"21,938,176.4","3,212,666.9",15.899999999999999,0.0015402083993109998
경기 안양시 동안구,경기,안양시 동안구,2023,30,4,23,3,0,131877.0,313996.0,45710,14.55751029,"21,937,740.0","3,213,506.6",20.999999999999996,0.0018653745535612727
경기 안양시 만안구,경기,안양시 만안구,2012,50,1,31,18,0,76696.0,253492.0,25452,10.04055355,"36,535,232.5","2,612,979.1",28.099999999999998,0.004805987274434129
경기 안양시 만안구,경기,안양시 만안구,2013,58,4,34,24,0,76653.0,250246.0,26564,10.61515469,"36,538,511.6","2,630,513.0",35.0,0.005766245287203371
경기 안양시 만안구,경기,안양시 만안구,2014,74,4,43,24,3,77819.0,247315.0,27645,11.17805228,"36,544,141.4","2,654,561.5",41.3,0.006988010640075046
경기 안양시 만안구,경기,안양시 만안구,2015,59,3,41,13,2,80376.0,247270.0,28913,11.69288632,"36,543,409.0","2,705,337.1",35.6,0.005593709565044291
경기 안양시 만안구,경기,안양시 만안구,2016,38,6,34,8,0,84492.0,252353.0,30304,12.00857529,"36,571,768.0","2,728,384.4",32.199999999999996,0.00408559390238129
경기 안양시 만안구,경기,안양시 만안구,2017,51,2,32,13,4,87825.0,254977.0,32509,12.74977743,"36,568,230.7","2,714,160.3",28.299999999999997,0.0042561912894961565
경기 안양시 만안구,경기,안양시 만안구,2018,36,4,27,5,0,88513.0,251512.0,34215,13.60372467,"36,532,798.4","2,705,699.8",24.4,0.003280873995910205
경기 안양시 만안구,경기,안양시 만안구,2019,37,2,29,7,0,87050.0,244235.0,36017,14.74686265,"36,534,381.5","2,741,340.2",24.4,0.003381964388282596
경기 안양시 만안구,경기,안양시 만안구,2020,37,1,25,11,0,87327.0,239413.0,38180,15.94733786,"36,540,102.1","2,744,440.5",21.8,0.003192597936491578
경기 안양시 만안구,경기,안양시 만안구,2021,27,3,18,6,0,88528.0,238311.0,39960,16.76800483,"36,545,855.4","2,788,758.9",17.4,0.0023992409181275982
경기 안양시 만안구,경기,안양시 만안구,2022,42,0,28,16,0,89562.0,234394.0,41896,17.87417767,"36,562,941.9","2,791,489.9",24.4,0.0035104173645072686
경기 안양시 만안구,경기,안양시 만안구,2023,44,3,32,10,2,89589.0,230664.0,44316,19.21236084,"36,563,017.4","2,793,252.5",28.4,0.003866546116152653
경기 양주시,경기,양주시,2012,38,4,29,8,0,76958.0,200310.0,22338,11.15171484,"310,317,436.4","8,837,300.8",26.699999999999996,0.00405675823176278
경기 양주시,경기,양주시,2013,39,4,24,10,1,77855.0,199143.0,23439,11.76993417,"310,363,943.2","9,144,602.0",23.799999999999997,0.0038379037955173076
경기 양주시,경기,양주시,2014,27,3,14,10,1,80700.0,202072.0,24607,12.17734273,"310,284,292.1","9,209,337.0",15.799999999999999,0.0025130111524163568
경기 양주시,경기,양주시,2015,39,3,25,10,1,85268.0,205184.0,25998,12.6705786,"310,280,977.8","9,612,676.6",23.5,0.0034831355256368162
경기 양주시,경기,양주시,2016,45,2,27,17,1,88763.0,205513.0,26708,12.99577156,"310,335,183.2","10,183,767.1",26.0,0.003785361017541093
경기 양주시,경기,양주시,2017,40,2,20,19,0,95113.0,212146.0,29098,13.71602576,"310,315,259.3","10,852,646.1",21.7,0.003051107629871837
경기 양주시,경기,양주시,2018,44,3,21,18,3,99621.0,216951.0,31121,14.34471378,"310,335,583.4","12,330,840.9",23.099999999999998,0.0031579687013782234
경기 양주시,경기,양주시,2019,35,3,13,19,2,103867.0,222314.0,33412,15.02919294,"310,390,297.4","12,515,502.5",17.8,0.002376115609385079
경기 양주시,경기,양주시,2020,28,6,9,11,2,110181.0,230359.0,36245,15.73413672,"310,428,454.0","12,892,242.7",15.600000000000001,0.0018660204572476201
경기 양주시,경기,양주시,2021,25,0,12,12,2,115489.0,236368.0,39036,16.51492588,"310,469,902.4","13,225,977.0",11.999999999999998,0.0014893193291135951
경기 양주시,경기,양주시,2022,45,3,23,18,4,122407.0,243432.0,41886,17.2064478,"310,495,787.6","13,569,809.3",24.499999999999996,0.0026714158504007124
경기 양주시,경기,양주시,2023,41,2,16,19,4,136401.0,268026.0,46170,17.22594077,"310,487,150.1","13,662,108.3",18.9,0.0020337094302827693
경기 양평군,경기,양평군,2012,21,1,16,7,0,43314.0,102193.0,19794,19.36923273,"877,806,145.1","17,232,344.1",14.299999999999999,0.0039202105554785975
경기 양평군,경기,양평군,2013,18,5,8,7,1,44865.0,103620.0,20624,19.90349353,"877,776,441.9","17,363,533.1",12.7,0.003303243062520896
경기 양평군,경기,양평군,2014,29,3,19,7,0,46890.0,105379.0,21528,20.42911776,"877,777,975.0","17,590,210.6",18.4,0.004828321603753466
경기 양평군,경기,양평군,2015,21,3,14,5,0,50096.0,108316.0,22672,20.93134902,"877,690,919.0","17,883,438.8",14.299999999999999,0.0033894921750239533
경기 양평군,경기,양평군,2016,21,3,8,11,0,53393.0,111367.0,23614,21.20376772,"877,691,672.0","19,341,439.7",11.899999999999999,0.002910493884966194
경기 양평군,경기,양평군,2017,32,1,19,9,3,56759.0,115105.0,25584,22.22666261,"877,693,097.4","19,572,416.6",17.0,0.004052220793178175
경기 양평군,경기,양평군,2018,26,2,16,8,1,58696.0,116095.0,26902,23.17240191,"877,727,400.4","19,809,122.5",15.6,0.003366498568897369
경기 양평군,경기,양평군,2019,33,2,21,12,0,59992.0,116874.0,28448,24.34074302,"877,651,359.5","20,481,913.0",20.299999999999997,0.0042305640752100275
경기 양평군,경기,양평군,2020,28,0,16,9,3,62134.0,118810.0,30536,25.70154027,"877,693,229.3","20,806,555.7",13.899999999999999,0.0031448160427463225
경기 양평군,경기,양평군,2021,29,2,14,11,2,64365.0,121230.0,32375,26.70543595,"877,789,696.5","20,995,274.7",15.099999999999998,0.0032098190010098654
경기 양평군,경기,양평군,2022,35,6,18,9,2,66574.0,122323.0,34217,27.97266254,"877,779,462.6","21,425,632.5",21.3,0.004022591402048848
경기 양평군,경기,양평군,2023,24,3,12,9,0,68960.0,125238.0,36824,29.40321628,"877,819,526.3","22,031,630.3",14.099999999999998,0.002618909512761021
경기 여주군,경기,여주군,2012,15,2,10,3,0,56146.0,109550.0,17619,16.08306709,"608,366,732.9","20,815,174.0",9.9,0.0021265985110248283
경기 여주시,경기,여주시,2013,24,3,17,3,1,57060.0,109343.0,18227,16.66956275,"608,316,175.5","20,901,084.8",15.799999999999999,0.00334384858044164
경기 여주시,경기,여주시,2014,19,1,14,4,0,59278.0,110386.0,18674,16.91700034,"608,386,083.0","22,496,362.2",11.999999999999998,0.0024967104153311515
경기 여주시,경기,여주시,2015,18,1,12,5,0,61631.0,111033.0,19233,17.32187728,"608,316,184.5","22,721,389.1",10.899999999999999,0.002229397543444046
경기 여주시,경기,여주시,2016,20,5,11,3,1,63888.0,111563.0,19778,17.72809982,"608,368,019.2","23,238,801.8",13.6,0.0025294264963686454
경기 여주시,경기,여주시,2017,15,2,8,5,0,66033.0,111984.0,21083,18.82679669,"608,336,503.1","23,806,991.7",9.1,0.0017354958884194269
경기 여주시,경기,여주시,2018,21,2,14,6,0,67387.0,111525.0,21959,19.68975566,"608,312,725.4","23,934,330.0",13.599999999999998,0.0024574472821167286
경기 여주시,경기,여주시,2019,30,6,10,12,2,68490.0,111083.0,23068,20.76645391,"608,298,372.3","24,104,817.1",16.6,0.0032063074901445467
경기 여주시,경기,여주시,2020,23,3,10,9,2,70352.0,111897.0,24475,21.87279373,"608,264,019.0","24,467,659.6",12.7,0.0023908346599954516
경기 여주시,경기,여주시,2021,13,2,7,4,0,72111.0,112150.0,25854,23.05305395,"608,284,410.8","24,628,211.0",8.1,0.001395071487013077
경기 여주시,경기,여주시,2022,27,2,17,9,0,74584.0,113150.0,27269,24.09986743,"608,285,220.5","24,858,607.8",16.599999999999998,0.0027834388072508847
경기 여주시,경기,여주시,2023,32,1,12,17,2,77019.0,114412.0,28895,25.25521798,"608,207,921.7","24,987,239.9",14.499999999999998,0.0027915189758371314
경기 연천군,경기,연천군,2012,8,2,5,1,0,24918.0,45599.0,9347,20.49825654,"675,936,184.7","10,300,195.9",5.8,0.002680793001043422
경기 연천군,경기,연천군,2013,8,1,5,2,0,25022.0,45610.0,9594,21.03486078,"675,831,268.4","10,448,924.9",5.1,0.0025017984173926946
경기 연천군,경기,연천군,2014,10,1,6,2,1,25361.0,45363.0,9887,21.79529573,"675,865,088.2","10,519,617.0",5.799999999999999,0.002949410512203777
경기 연천군,경기,연천군,2015,13,3,9,1,0,26229.0,45725.0,10030,21.93548387,"676,010,010.6","10,738,093.9",9.600000000000001,0.0041785809600061
경기 연천군,경기,연천군,2016,11,0,7,4,0,27588.0,45907.0,10162,22.13605768,"676,321,572.8","10,842,430.5",6.1,0.0029215600985935918
경기 연천군,경기,연천군,2017,18,1,9,9,1,28362.0,45431.0,10423,22.94248421,"676,312,014.9","10,883,744.6",10.0,0.0046541146604611805
경기 연천군,경기,연천군,2018,11,1,6,4,0,28679.0,44633.0,10611,23.77388927,"676,318,926.6","11,715,996.1",6.3999999999999995,0.0028731824680079503
경기 연천군,경기,연천군,2019,13,2,5,5,1,28869.0,43824.0,10990,25.07758306,"676,318,065.6","11,786,929.9",7.0,0.003256087845093353
경기 연천군,경기,연천군,2020,7,1,3,3,0,29303.0,43516.0,11490,26.40408126,"676,308,199.7","11,892,481.6",3.9999999999999996,0.0017745623315018938
경기 연천군,경기,연천군,2021,14,2,9,3,0,29492.0,42721.0,11814,27.65384705,"676,215,174.5","11,930,069.4",9.200000000000001,0.003770514037705141
경기 연천군,경기,연천군,2022,8,2,3,3,0,29966.0,42062.0,12319,29.28771813,"677,585,770.8","12,155,410.5",5.0,0.0020690115464192752
경기 연천군,경기,연천군,2023,12,1,7,4,1,30089.0,41584.0,12882,30.97826087,"677,938,351.1","12,317,880.0",7.1,0.0030110671674033703
경기 오산시,경기,오산시,2012,14,1,10,3,0,74247.0,200291.0,13189,6.584918943,"42,736,652.7","4,782,834.5",8.9,0.001473460207146417
경기 오산시,경기,오산시,2013,26,0,23,4,0,78020.0,205460.0,14003,6.815438528,"42,731,717.9","4,984,294.0",17.299999999999997,0.002663419635990771
경기 오산시,경기,오산시,2014,23,1,16,3,3,81415.0,208565.0,14714,7.054874979,"42,734,237.7","5,101,341.0",13.1,0.002095436958791378
경기 오산시,경기,오산시,2015,30,0,21,9,0,83826.0,206828.0,15364,7.428394608,"42,730,887.9","5,121,616.9",17.4,0.0026769737313005505
경기 오산시,경기,오산시,2016,28,1,14,10,3,88232.0,208656.0,16015,7.675312476,"42,727,552.3","5,133,772.5",13.799999999999999,0.0022078157584549825
경기 오산시,경기,오산시,2017,38,1,27,10,0,93883.0,213437.0,17373,8.139638394,"42,726,512.9","5,160,400.7",22.9,0.0030825602079183664
